name,url,telephone,type1,type2,geo_longitude,geo_latitude,addressLocality,addressRegion,addressCountry,tag0,tag1,tag2,tag3,tag4,tag5,tag6,tag7
Marble Hill,,,LocalBusiness,SportsActivityLocation,-7.8971701,55.1746132,Dunfanaghy,Donegal,Republic of Ireland,Activity,Surfing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Attraction,Beach
Kilmokea Country Manor Gardens,https://www.kilmokea.com/kilmokea-country-manor-gardens,35351388109,LocalBusiness,SportsActivityLocation,-6.9929536,52.2959442,Campile,Wexford,Republic of Ireland,Activity,Walking,Gardens,Attraction,Garden,Cafe,Food and Drink,None
Henry's Bistro & Wine Bar,https://www.henrysbistroandwinebar.ie/,353656899393,LocalBusiness,BarOrPub,-8.9853162,52.8419791,Ennis,Clare,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
Rosses Point Beach,https://www.blueflag.global/show-site?siteId=6595,353719111111,LocalBusiness,TouristAttraction,-8.5718316,54.3089365,Rosses Point,Sligo,Republic of Ireland,Activity,Attraction,Beach,None,None,None,None,None
Dodi Caf,https://www.facebook.com/dodicafe,353858120234,LocalBusiness,CafeOrCoffeeShop,-9.3460973,52.9327209,Lahinch,Clare,Republic of Ireland,Activity,Food and Drink,Cafe,None,None,None,None,None
Cois Lacha Restaurant at The Lakeside Hotel,https://www.lakesidehotel.ie/the-derg-room-restaurant.html,35361376122,LocalBusiness,FoodEstablishment,-8.444048,52.811047,Ballina,Tipperary,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Food and Drink,Restaurant,None,None,None,None
Moher Cottage,https://mohercottage.com/,353872959096,LocalBusiness,Store,-9.4211378,52.9529765,Liscannor,Clare,Republic of Ireland,Activity,Craft,Shopping,Shopping Centres and Department Store,Cafe,Food and Drink,Food Shops,None
Lahinch Golf Club Old Course,https://lahinchgolf.com,353657081003,LocalBusiness,SportsActivityLocation,-9.3536054,52.9401875,Lahinch,Clare,Republic of Ireland,Golf Course,Activity,Golf,Activity Operator,None,None,None,None
The Castle Inn,https://www.facebook.com/castle.inn.7,35312819232,LocalBusiness,BarOrPub,-6.0646624,53.0714587,Newcastle,Wicklow,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
Jackson's Restaurant,https://www.facebook.com/profile.php?id=100042095997117,353906665599,LocalBusiness,FoodEstablishment,-8.1898679,53.6310768,Roscommon Town,Roscommon,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Food and Drink,Restaurant,Seafood,Vegetarian,None,None
St Anne's Park and Rose Gardens,https://www.dublincity.ie/residential/parks/dublin-city-parks/visit-park/st-annes-park,35318338898,LocalBusiness,TouristAttraction,-6.17541,53.3693,Dublin City,Dublin,Republic of Ireland,Activity,Gardens,Attraction,Garden,None,None,None,None
Morrissey's of Doonbeg,https://www.morrisseysofdoonbeg.ie/,353659055304,LocalBusiness,BarOrPub,-9.5243905,52.7309266,Doonbeg,Clare,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,Local Produce,Seafood,None,None
"Benny's Deli, Restaurant and Caf",https://www.bennysdeli.com/,353949620575,LocalBusiness,CafeOrCoffeeShop,-8.494767,53.769361,Castlerea,Roscommon,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Food and Drink,Cafe,None,None,None,None
The Poet's Corner Bar- Ennis,https://www.oldgroundhotelennis.com/poets-corner-bar.html,353656828127,LocalBusiness,BarOrPub,-8.9831105,52.8423437,Ennis,Clare,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
The Ol' 55 Bar and Venue,https://ol55bargalway.ie/,35391376864,LocalBusiness,BarOrPub,-9.0480767,53.2758289,Galway City,Galway,Republic of Ireland,Activity,Food and Drink,Venue,Music,Pubs and Bar,None,None,None
Randaddy's Caf & Restaurant,https://www.randaddys.ie/,353657082740,LocalBusiness,FoodEstablishment,-9.347499,52.933887,Lahinch,Clare,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Trump International Golf Links Doonbeg,https://www.trumpgolfireland.com/,353659055600,LocalBusiness,SportsActivityLocation,-9.502573,52.7460738,Doonbeg,Clare,Republic of Ireland,Golf Course,Activity,Golf,Driving Range,General,Golf Driving Range,Activity Operator,None
Shannon Estuary Way Retreat,https://shannonestuarywayretreat.ie/,353858519818,LocalBusiness,HealthClub,-9.1028593,52.7236774,Ballynacally,Clare,Republic of Ireland,Activity,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Walking,Activity Operator,None
Birr Golf Club,https://birrgolfclub.ie/,353579120082,LocalBusiness,SportsActivityLocation,-7.9098559,53.127444,Birr,Offaly,Republic of Ireland,Golf Course,Ireland's Hidden Hearthlands,Activity,Golf,Driving Range,General,Golf Driving Range,Activity Operator
Lismore Golf Club,https://www.lismoregolf.com/,3535854026,LocalBusiness,SportsActivityLocation,-7.935802,52.1465748,Lismore,Waterford,Republic of Ireland,Golf Course,Activity,Golf,Activity Operator,None,None,None,None
Ballinrobe Racecourse,https://ballinroberacecourse.ie/,353949541811,LocalBusiness,SportsActivityLocation,-9.2446636,53.6382888,Ballinrobe,Mayo,Republic of Ireland,Activity,Race Course,Venue,Sports Venues,None,None,None,None
Donegal Wild Atlantic Flavours,https://www.facebook.com/profile.php?id=100093463395817,353872523932,LocalBusiness,FoodEstablishment,-8.1400725,55.116926,Gort An Choirce (Gortahork),Donegal,Republic of Ireland,Activity,Food and Drink,Cooking,Cookery,Learning,Restaurant,Activity Operator,Artisan
OE Bikes,https://www.oebikes.ie/bike-hire/,353449335351,LocalBusiness,SportsActivityLocation,-7.3618054,53.5166853,Mullingar,Westmeath,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Cycling,Activity Operator,Bike Rental,None,None,None
Limerick Racecourse,https://www.limerickraces.ie/,35361320000,LocalBusiness,SportsActivityLocation,-8.6956278,52.5906552,Patrickswell,Limerick,Republic of Ireland,Activity,Race Course,Venue,Sports Venues,None,None,None,None
The Beach Bar,http://www.thebeachbarsligo.com,353719176465,LocalBusiness,BarOrPub,-8.7572007,54.268985,Templeboy,Sligo,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Ballymahon Greenway Cycles,https://ballymahongreenwaycycles.ie/,353906438608,LocalBusiness,SportsActivityLocation,-7.7617242,53.5671785,,Longford,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Cycling,Activity Operator,Bike Rental,None,None,None
Killarney Racecourse,https://killarneyraces.ie/,353646631125,LocalBusiness,Not Available,-9.512966,52.0501108,Killarney,Kerry,Republic of Ireland,Activity,Race Course,Venue,None,None,None,None,None
DoDublin Tours,https://dodublin.ie#tourisire23,35317033024,LocalBusiness,Not Available,-6.26102819673986,53.3504633410895,Dublin City,Dublin,Republic of Ireland,Activity,Tour,None,None,None,None,None,None
Loop Head e-bikes,https://keanesbar.ie/ebikes.html,353868886820,LocalBusiness,SportsActivityLocation,-9.7098321,52.6041906,Carrigaholt,Clare,Republic of Ireland,Activity,Cycling,Activity Operator,Bike Rental,Tour,None,None,None
C Bhaile an Sceilg (Ballinskelligs Pier),,,LocalBusiness,SportsActivityLocation,-10.274349,51.810877,Baile an Sceilg (Ballinskelligs),Kerry,Republic of Ireland,Activity,Sailing,Activity Operator,Attraction,Embarkation Point,Island,Offshore Island,None
Kilmakilloge,,,LocalBusiness,TouristAttraction,-9.7983422,51.782806,Kenmare,Kerry,Republic of Ireland,Activity,Attraction,Beach,River,Discovery Point,None,None,None
The House of Waterford Crystal,https://www.waterfordvisitorcentre.com/,35351317000,LocalBusiness,Store,-7.1067612,52.2592684,Waterford City,Waterford,Republic of Ireland,Activity,Craft,Shopping,Learning,Shopping Centres and Department Store,Attraction,Museums and Attraction,Cafe
Brehon Brewhouse,https://brehonbrewhouse.ie/the-brewery/,353868230914,LocalBusiness,FoodEstablishment,-6.6355745,53.980673,Inniskeen,Monaghan,Republic of Ireland,Activity,Food and Drink,Restaurant,Attraction,Museums and Attraction,Artisan,Local Produce,Food Shops
Dublin Downtown & Temple Bar Doughnut Tour,https://www.undergrounddonuttour.com/dublin-downtown-temple-bar-doughnut-tour,,LocalBusiness,FoodEstablishment,-6.2610855,53.3401744,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Activity Operator,Artisan,Food Trails and Tour,Tour,None
Athy Golf Club,https://www.athygolfclub.com/website/,353598631729,LocalBusiness,SportsActivityLocation,-6.9625049,53.0083734,Athy,Kildare,Republic of Ireland,Golf Course,Activity,Golf,Driving Range,General,Golf Driving Range,Activity Operator,None
West End Bar & Restaurant,http://westendfenit.ie,353667136246,LocalBusiness,BarOrPub,-9.864344,52.2767224,Fenit,Kerry,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,Seafood,None,None,None
Colla Pier,,,LocalBusiness,SportsActivityLocation,-9.561419,51.506532,Schull,Cork,Republic of Ireland,Activity,Sailing,Activity Operator,Attraction,Embarkation Point,Island,Offshore Island,None
The Skellig Experience Visitor Centre,https://skelligexperience.com/,353669476306,LocalBusiness,TravelAgency,-10.3674232,51.8896352,Valentia Island,Kerry,Republic of Ireland,Activity,Restaurant,Activity Operator,Attraction,Museums and Attraction,Food and Drink,Day Tour,Tour
Craddockstown Golf Club,https://www.craddockstown.com/,35345897610,LocalBusiness,SportsActivityLocation,-6.6371503,53.2044988,Naas,Kildare,Republic of Ireland,Golf Course,Activity,Golf,Activity Operator,None,None,None,None
Twist of Irish,https://www.twistofirish.com/,353868822024,LocalBusiness,TravelAgency,-6.153571,53.451198,Malahide,Dublin,Republic of Ireland,Activity,Learning,Activity Operator,Traditionally Irish,Food and Drink,Pubs and Bar,None,None
Carlingford Arms Bar & Restaurant,https://carlingfordarms.com/,353429373418,LocalBusiness,BarOrPub,-6.1867039,54.0404328,Carlingford,Louth,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
Comedy at The International,https://intercomedydublin.com/,35316779250,LocalBusiness,ComedyClub,-6.2617769,53.3431142,Dublin City,Dublin,Republic of Ireland,Activity,Venue,Comedy,Food and Drink,Pubs and Bar,Activity Operator,None,None
The Painted Pot Pottery Studio,https://thepaintedpot.ie/,353863442245,LocalBusiness,Store,-9.1338194,52.4195119,Newcastle West,Limerick,Republic of Ireland,Activity,Craft,Shopping,Learning,Activity Operator,None,None,None
The Lime Tree Restaurant,https://www.limetreerestaurant.com/,353646641225,LocalBusiness,FoodEstablishment,-9.5820356,51.8782006,Kenmare,Kerry,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Bantry Harbour,,,LocalBusiness,TouristAttraction,-9.4611105,51.6798532,Bantry,Cork,Republic of Ireland,Activity,Attraction,Embarkation Point,Island,Offshore Island,Natural Landscape,None,None
Lough Lounge Bar & Restaurant at the Four Seasons,https://www.4seasonshotelcarlingford.ie/dining.html,353429373530,LocalBusiness,FoodEstablishment,-6.1818983,54.0395603,Carlingford,Louth,Republic of Ireland,Activity,Food and Drink,Restaurant,Seafood,None,None,None,None
Donegal Castle,https://heritageireland.ie/places-to-visit/donegal-castle/,353749722405,LocalBusiness,TouristAttraction,-8.110522,54.6547616,Donegal Town,Donegal,Republic of Ireland,Activity,Castle,Attraction,Historic Houses and Castle,None,None,None,None
Judge Roy Beans,https://judgeroybeans.ie/,35345438077,LocalBusiness,BarOrPub,-6.8004568,53.1786738,Newbridge,Kildare,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Glendalough Visitor Centre,https://heritageireland.ie/places-to-visit/glendalough-visitor-centre/,35340445325,LocalBusiness,SportsActivityLocation,-6.3243431,53.010461,Glendalough,Wicklow,Republic of Ireland,Activity,Walking,Church Abbey,Monastery,Attraction,Churches,Abbeys and Monastery,Museums and Attraction
Butler Gallery,https://www.butlergallery.ie,353567761106,LocalBusiness,TouristAttraction,-7.2491045,52.6537735,Kilkenny City,Kilkenny,Republic of Ireland,Activity,Restaurant,Learning,Photography,Art Gallery,Attraction,Museums and Attraction,Cafe
Bourn Vincent Gallery,https://www.limerick.ie/discover/eat-see-do/arts-culture/art-galleries/university-limerick-art-collections,35361333644,LocalBusiness,TouristAttraction,-8.573732,52.6744919,Castletroy,Limerick,Republic of Ireland,Activity,Art Gallery,Attraction,None,None,None,None,None
Moyvalley Golf Club,https://www.moyvalleygolf.com/,353469548080,LocalBusiness,SportsActivityLocation,-6.9223888916016,53.4133632665912,Moyvalley,Kildare,Republic of Ireland,Golf Course,Activity,Golf,Driving Range,General,Golf Driving Range,Activity Operator,None
Ulysses Pub at the Greville Arms Hotel,https://www.grevillearmshotel.ie/eat-and-drink.html,353449348563,LocalBusiness,BarOrPub,-7.3408333,53.5258333,Mullingar,Westmeath,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Food and Drink,Pubs and Bar,None,None,None,None
Viking Legacy Trails,https://vikinglegacytrails.ie/,353858616016,LocalBusiness,TravelAgency,-6.2603097,53.3498053,Dublin City,Dublin,Republic of Ireland,Activity,Activity Operator,Tour,Walking,None,None,None,None
Mystery City Games,https://mystery.city/cities/dublin/,,LocalBusiness,TravelAgency,-6.2626035,53.3460086,Dublin City,Dublin,Republic of Ireland,Activity,Activity Operator,Tour,None,None,None,None,None
"Bush Bar, Restaurant and Coffee Shop at The Bush Hotel",https://www.bushhotel.com/dining-and-bar/,353719671000,LocalBusiness,BarOrPub,-8.093956,53.946164,Carrick-on-Shannon,Leitrim,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None
Ballyneety Golf Club,https://www.ballyneetygolfclub.com/,35361351881,LocalBusiness,SportsActivityLocation,-8.55145,52.590331,Ballyneety,Limerick,Republic of Ireland,Golf Course,Ireland's Hidden Hearthlands,Activity,Golf,Driving Range,General,Golf Driving Range,Activity Operator
Oshadi Spa at Lough Allen Hotel,https://www.loughallenhotel.com/oshadi-spa-leitrim.html,353719640100,LocalBusiness,HealthClub,-8.045928,54.054498,Drumshanbo,Leitrim,Republic of Ireland,Ireland's Hidden Hearthlands,Activity,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa,None
St Nicholas' Collegiate Church of Ireland,,35391564648,LocalBusiness,TouristAttraction,-9.0537087,53.2726799,Galway City,Galway,Republic of Ireland,Activity,Church Abbey,Monastery,Attraction,Churches,Abbeys and Monastery,None,None
Walks Tours,https://www.takewalks.com/dublin-tours/,,LocalBusiness,TravelAgency,-6.2497129,53.3368251,Dublin City,Dublin,Republic of Ireland,Activity,Activity Operator,Tour,Walking,None,None,None,None
Bar Rua,https://www.facebook.com/barruadublin,35314414425,LocalBusiness,BarOrPub,-6.2624311,53.3410567,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
Freddys Restaurant,https://www.freddysrestaurant.com/,353830160166,LocalBusiness,FoodEstablishment,-8.6306486,52.6610136,Limerick City,Limerick,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Bang Restaurant,https://www.bangrestaurant.com/,35314004229,LocalBusiness,FoodEstablishment,-6.25401534320827,53.3383327264619,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Molly Gallivan's Cottage and Traditional Farm,https://mollygallivans.com/,353646641455,LocalBusiness,Store,-9.5625867,51.8012241,Kenmare,Kerry,Republic of Ireland,Activity,Restaurant,Craft,Shopping,Visitor Farm,Attraction,Traditionally Irish,Cafe
The Yew Tree Restaurant at Muckross Park Hotel,https://www.muckrosspark.com/dining-in-killarney/yew-tree-restaurant,353646623400,LocalBusiness,FoodEstablishment,-9.489689,52.0250538,Killarney,Kerry,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Galway Bay Golf Resort,https://galwaybaygolfresort.ie/,35391790711,LocalBusiness,SportsActivityLocation,-8.9742739,53.2498052,Oranmore,Galway,Republic of Ireland,Golf Course,Activity,Golf,Activity Operator,None,None,None,None
56 Central Restaurant,http://www.56central.com,35391569511,LocalBusiness,CafeOrCoffeeShop,-9.052348,53.272925,Galway City,Galway,Republic of Ireland,Activity,Food and Drink,Restaurant,Cafe,Pubs and Bar,None,None,None
McMunn's of Ballybunion,https://www.mcmunns.com/restaurant/,3536828845,LocalBusiness,BarOrPub,-9.675609,52.5110802,Ballybunion,Kerry,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
McGettigan's Limerick,https://www.mcgettigans.com/limerick-ireland/,35361207000,LocalBusiness,BarOrPub,-8.6327595,52.6608157,Limerick City,Limerick,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Corrib House Tea Rooms,https://corribhouse.com/?page_id=1856,35391446753,LocalBusiness,CafeOrCoffeeShop,-9.0548379,53.2765537,Galway City,Galway,Republic of Ireland,Activity,Food and Drink,Cafe,None,None,None,None,None
Lakeside Caf,https://www.facebook.com/lakesidecafe.wetlands,353667126700,LocalBusiness,CafeOrCoffeeShop,-9.70051681721145,52.2731768453068,Tralee,Kerry,Republic of Ireland,Activity,Food and Drink,Cafe,None,None,None,None,None
Ground & Co.,https://groundandco.ie,35391527846,LocalBusiness,CafeOrCoffeeShop,-9.0743756,53.2598955,Bthar na Tr (Salthill),Galway,Republic of Ireland,Activity,Food and Drink,Cafe,Local Produce,Restaurant,Vegetarian,None,None
Quinn's De Bucket Bar & Restaurant,https://quinnsdebucket.ie/,35361353028,LocalBusiness,BarOrPub,-8.765907,52.6198105,Kildimo,Limerick,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
Kai Restaurant,https://www.kairestaurant.ie/,35391526003,LocalBusiness,FoodEstablishment,-9.061189,53.269572,Galway City,Galway,Republic of Ireland,Activity,Food and Drink,Restaurant,Seafood,Vegetarian,None,None,None
The Bianconi,https://www.bianconi.ie,353669761146,LocalBusiness,BarOrPub,-9.7847527,52.1060953,Killorglin,Kerry,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
Caf Mocha,http://kenmare.com/cafemocha,353646642133,LocalBusiness,CafeOrCoffeeShop,-9.5836628,51.8801154,Kenmare,Kerry,Republic of Ireland,Activity,Food and Drink,Cafe,None,None,None,None,None
Toddys Bar & Brasserie at The Gresham Hotel,https://www.riu.com/en/hotel/ireland/dublin/hotel-riu-plaza-the-gresham-dublin/,35318746881,LocalBusiness,BarOrPub,-6.260295,53.35166,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,Pubs and Bar,None,None,None,None
Loughrea Golf Club,https://www.loughreagolfclub.com/,35391841049,LocalBusiness,SportsActivityLocation,-8.560867,53.218213,Loughrea,Galway,Republic of Ireland,Golf Course,Ireland's Hidden Hearthlands,Activity,Golf,Activity Operator,None,None,None
Bleecker Street Caf Bar,https://bleecker-street-cafe-bar.business.site,35318044459,LocalBusiness,BarOrPub,-6.2639138,53.3571801,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Yamamori South City,https://www.yamamori.ie/southcity,35314755001,LocalBusiness,FoodEstablishment,-6.264673,53.342837,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
McDonagh's Seafood House,http://www.mcdonaghs.net,35391565001,LocalBusiness,FoodEstablishment,-9.0545095,53.2709622,Galway City,Galway,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Brother Hubbard South,https://brotherhubbard.ie/,35314411112,LocalBusiness,CafeOrCoffeeShop,-6.2656385,53.3327441,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Cafe,None,None,None,None,None
Massimo,https://massimogalway.com/,35391582239,LocalBusiness,BarOrPub,-9.0598829,53.2699969,Galway City,Galway,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Bunratty Castle & Folk Park,https://www.bunrattycastle.ie/,35361711222,LocalBusiness,TouristAttraction,-8.8119226,52.6995682,Bunratty,Clare,Republic of Ireland,Activity,Castle,Attraction,Historic Houses and Castle,Gardens,Garden,Museums and Attraction,Cafe
Skryne Church,https://www.skryneandrathfeighparish.ie/,3530469025152,LocalBusiness,TouristAttraction,-6.5631088,53.5859852,Kells,Meath,Republic of Ireland,Activity,Church Abbey,Monastery,Attraction,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle
Lismore Castle Gardens,http://www.lismorecastlegardens.com/,3535854061,LocalBusiness,SportsActivityLocation,-7.9332087,52.1381244,Lismore,Waterford,Republic of Ireland,Activity,Walking,Gardens,Attraction,Garden,Cafe,Food and Drink,None
The Horseshoe Bar at The Shelbourne Hotel,https://www.theshelbourne.com/dine-drink/the-horseshoe-bar,35316634500,LocalBusiness,BarOrPub,-6.2559042,53.3389967,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Copper Coast Road Bowling Tuition,https://www.facebook.com/fenorbowls,353894382043,LocalBusiness,TravelAgency,-7.22127167888186,52.1569878423524,Fenor,Waterford,Republic of Ireland,Activity,Learning,Activity Operator,None,None,None,None,None
St. Mullins Ecclesiastical Village,,,LocalBusiness,TouristAttraction,-6.92901593581485,52.4912996422915,Saint Mullins,Carlow,Republic of Ireland,Activity,Church Abbey,Monastery,Attraction,Churches,Abbeys and Monastery,None,None
The Queens Dalkey,https://www.thequeens.ie/,35312854569,LocalBusiness,BarOrPub,-6.105,53.2777778,Dalkey,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Waterford Airport,http://www.waterfordairport.ie,353051846600,LocalBusiness,Not Available,-7.081038,52.188609,Waterford City,Waterford,Republic of Ireland,Activity,Transport,Coach,Road,None,None,None,None
Shannonbridge Fortifications,https://www.visitoffaly.ie/spaces/shannonbridge-fort/,353909674973,LocalBusiness,SportsActivityLocation,-8.052321,53.2791925,Athlone,Roscommon,Republic of Ireland,Activity,Walking,Attraction,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping
Misunderstood Heron,https://www.misunderstoodheron.com/,353830244203,LocalBusiness,FoodEstablishment,-9.7705952,53.594348,Leenane,Galway,Republic of Ireland,Activity,Food and Drink,Restaurant,Artisan,Cafe,Fast Food,Local Produce,Seafood
Oughterard Golf Club,https://oughterardgolfclub.com,35391552131,LocalBusiness,SportsActivityLocation,-9.286932,53.421874,Oughterard,Galway,Republic of Ireland,Golf Course,Activity,Golf,Activity Operator,None,None,None,None
"University Concert Hall, Limerick",https://www.uch.ie/,35361331549,LocalBusiness,ComedyClub,-8.573412,52.6743389,Limerick City,Limerick,Republic of Ireland,Activity,Venue,Comedy,Music,Cafe,Food and Drink,None,None
The River Boyne,https://fishinginireland.info/salmon/east/boyne/,35318842600,LocalBusiness,SportsActivityLocation,-6.701363,53.5807256,Drogheda,Louth,Republic of Ireland,Activity,Fishing,Angling,None,None,None,None,None
The Old Orchard Inn,https://theoldorchardinn.ie/,35314946705,LocalBusiness,BarOrPub,-6.2992291,53.2946708,Rathfarnham,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Knockgraffon Motte,"http://www.megalithicireland.com/Knockgraffon%20Motte,%20Tipperary.html",,LocalBusiness,Not Available,-7.928562,52.417816,Cahir,Tipperary,Republic of Ireland,Activity,None,None,None,None,None,None,None
Foynes Shannon Estuary Walk,,,LocalBusiness,SportsActivityLocation,-9.10371236259516,52.6103779253487,Foynes,Limerick,Republic of Ireland,Activity,Walking,None,None,None,None,None,None
The Garden Room at The Merrion Hotel,https://www.merrionhotel.com/dine/the-garden-room/,35316030600,LocalBusiness,FoodEstablishment,-6.25294351367393,53.3385640230111,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Black Church Print Studio,https://www.blackchurchprint.ie/,35316773629,LocalBusiness,TouristAttraction,-6.264056,53.345635,Dublin City,Dublin,Republic of Ireland,Activity,Learning,Art Gallery,Attraction,None,None,None,None
The Dog House & Blue's Tea Rooms Howth,https://thedoghousehowth.com/,35318395188,LocalBusiness,FoodEstablishment,-6.0746619,53.388795,Howth,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
The Greenery Restaurant,https://thegreenery.ie/,35318168576,LocalBusiness,FoodEstablishment,-6.1446195,53.4507311,Malahide,Dublin,Republic of Ireland,Activity,Food and Drink,Restaurant,None,None,None,None,None
Taste Caf,https://www.tastecatering.ie/cafe/,35316798475,LocalBusiness,CafeOrCoffeeShop,-6.2631814,53.3409759,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Cafe,None,None,None,None,None
The Bleeding Horse,https://bleedinghorse.ie/,35314752705,LocalBusiness,BarOrPub,-6.2649066,53.3335429,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
The Bloody Stream,https://bloodystream.ie/,35318395076,LocalBusiness,BarOrPub,-6.0742124,53.3889776,Howth,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Cashel House Hotel Gardens,https://cashelhouse.ie/cms/gardens/,3539531001,LocalBusiness,SportsActivityLocation,-9.8079229,53.4196461,Cashel Bay,Galway,Republic of Ireland,Activity,Gardening,Nature and Wildlife,Photography,Learning,Walking,Gardens,Attraction
Leisureland Redcastle,https://leisurelandredcastle.ie/,353749382306,LocalBusiness,TravelAgency,-7.121211,55.159522,Moville,Donegal,Republic of Ireland,Activity,Activity Operator,Adventure Park,Cafe,Food and Drink,None,None,None
Stillorgan Orchard,https://www.thestillorganorchard.com/,35312886793,LocalBusiness,BarOrPub,-6.1968604,53.2882762,Stillorgan,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Reilly's Bar,http://www.reillys.ie/,35316610115,LocalBusiness,BarOrPub,-6.25365,53.3383111,Dublin City,Dublin,Republic of Ireland,Activity,Food and Drink,Pubs and Bar,None,None,None,None,None
Sonairte Visitor Eco-Centre and Gardens,https://sonairte.ie/,353419827572,LocalBusiness,FoodEstablishment,-6.257022,53.6780762,Laytown,Meath,Republic of Ireland,Activity,Agriculture,Nature and Wildlife,Food and Drink,Restaurant,Gardening,Learning,Activity Operator
Burren Yoga and Meditation Centre,https://burrenyoga.com/,35391637680,LocalBusiness,HealthClub,-8.9532476,53.0872872,Kinvara,Galway,Republic of Ireland,Activity,Restaurant,Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Walking,Activity Operator
Bean and Goose,https://beanandgoose.ie/,353861857558,LocalBusiness,FoodEstablishment,-6.2720322,52.692645,Gorey,Wexford,Republic of Ireland,Activity,Food and Drink,Restaurant,Learning,Activity Operator,Artisan,Food Trails and Tour,Tour
Maddens Bridge Bar,https://www.maddensbridgebar.ie/,353719842050,LocalBusiness,BarOrPub,-8.2811273,54.4774322,Bundoran,Donegal,Republic of Ireland,Activity,Food and Drink,Restaurant,Traditionally Irish,Venue,Music,Pubs and Bar,None
Clew Bay Bike Hire,http://www.clewbayoutdoors.ie,3539837675,LocalBusiness,SportsActivityLocation,-9.5167,53.79956,Westport,Mayo,Republic of Ireland,Activity,Cycling,Activity Operator,Bike Rental,None,None,None,None
Kerry Tour Guides,https://www.kerrytourguides.com/,353862400484,LocalBusiness,SportsActivityLocation,-9.5835203,51.8801017,Kenmare,Kerry,Republic of Ireland,Activity,Walking,Activity Operator,Tour,None,None,None,None
Walk with Pius,https://walkwithpius.com/,353879828173,LocalBusiness,SportsActivityLocation,-9.0640874,52.9448216,Corofin,Clare,Republic of Ireland,Activity,Walking,Activity Operator,Tour,None,None,None,None
