name,url,telephone,type1,type2,geo_longitude,geo_latitude,addressLocality,addressRegion,addressCountry,tag0,tag1,tag2,tag3,tag4,tag5,tag6,tag7
Haggart House,https://haggart-house.business.site,3532750847,LodgingBusiness,LocalBusiness,-9.3651132,51.7055461,Bantry,Cork,Republic of Ireland,Accommodation,Self Catering Accommodation,Welcome Standard,None,None,None,None,None
Sheepwalk House & Cottages,https://www.sheepwalkhouse.com,353852057774,LodgingBusiness,LocalBusiness,-6.1897928,52.8284648,Avoca,Wicklow,Republic of Ireland,Accommodation,Self Catering Accommodation,Welcome Standard,None,None,None,None,None
Luttrellstown Castle Resort,https://www.luttrellstowncastle.com/,35318609600,BedAndBreakfast,LocalBusiness,-6.4222378,53.3794206,Dublin City,Dublin,Republic of Ireland,Accommodation,B&B,Welcome Standard,None,None,None,None,None
Salmon Quays,http://www.salmonquays.com,35350546415,LodgingBusiness,LocalBusiness,-9.1357199,54.1244223,Ballina,Mayo,Republic of Ireland,Accommodation,Self Catering Accommodation,Welcome Standard,None,None,None,None,None
Hyde Hotel,https://www.hydehotel.ie/en/,35391564111,Hotel,LocalBusiness,-9.04621876992314,53.2750493474057,Galway City,Galway,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Erris Coast Hotel,https://www.erriscoasthotel.ie/en/,3539730010,Hotel,LocalBusiness,-9.8982152,54.1128501,Ballina,Mayo,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Danaghers Hotel,http://danaghershotelcong.wix.com/danaghers#!contact/c24vq,3530949546028,Hotel,LocalBusiness,-9.286207,53.540546,Cong,Mayo,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
River Island Hotel,http://www.riverislandhotel.com/,3530667142555,Hotel,LocalBusiness,-9.46412947486874,52.2306869800036,Castleisland,Kerry,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Sligo Southern Hotel,https://www.sligosouthernhotel.ie/,353719162101,Hotel,LocalBusiness,-8.4827764704828,54.2714642427015,Sligo Town,Sligo,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Hotel Kilkenny,http://www.hotelkilkenny.ie,3530567762000,Hotel,LocalBusiness,-7.2610785048762,52.6430975043169,Kilkenny City,Kilkenny,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Mountview House,http://www.mountviewcobh.blogspot.com,3530214814260,BedAndBreakfast,LocalBusiness,-8.291899,51.853284,Cobh,Cork,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Downings Bay Hotel,http://www.downingsbayhotel.com,3530749155586,Hotel,LocalBusiness,-7.835622,55.194587,Downings,Donegal,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Riversdale Country House,https://www.facebook.com/RiversdaleCountryHouse/,3530749374017,BedAndBreakfast,LocalBusiness,-7.25993015729523,55.2539314787314,Carndonagh,Donegal,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Sneem River Lodge,http://www.sneemriverlodge.ie/indexmain.html,3530646645578,BedAndBreakfast,LocalBusiness,-9.906036,51.835713,Sneem,Kerry,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Rockcrest House,http://www.visit-kenmare.com,3530646641248,BedAndBreakfast,LocalBusiness,-9.588864,51.880118,Kenmare,Kerry,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
The Western Way,http://www.westernwaybb.com,35391552475,BedAndBreakfast,LocalBusiness,-9.3198572,53.4302875,Oughterard,Galway,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Granuaile House,http://granuailehouse.islandswest.ie/,35309826250,BedAndBreakfast,LocalBusiness,-9.952312,53.799888,Clare Island,Mayo,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Hawthorn View,,353050421710,BedAndBreakfast,LocalBusiness,-7.78520185867809,52.6391674699026,Thurles,Tipperary,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Donegal Estuary Holiday Homes,http://www.donegalestuaryholidayhomes.com,3530749721773,LodgingBusiness,LocalBusiness,-8.1413,54.646748,Donegal Town,Donegal,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,None,None,None,None
Beech Lodge (Kildare),http://www.ballindrumfarm.com,3530598626294,LodgingBusiness,LocalBusiness,-6.88479523642354,53.0096215199096,Athy,Kildare,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,None,None,None,None
Pearse Lodge,https://www.pearselodge.com,353719161090,BedAndBreakfast,LocalBusiness,-8.4678961,54.2634284,Sligo Town,Sligo,Republic of Ireland,Accommodation,B&B,Welcome Standard,None,None,None,None,None
Berehaven Lodge,https://www.facebook.com/pages/Berehaven-Holiday-Resort/224749127702697?ref=hl,35302771464,LodgingBusiness,LocalBusiness,-9.83455,51.659148,Castletownbere,Cork,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,None,None,None,None
Inish Beg Estate,http://www.inishbeg.com,35302821745,LodgingBusiness,LocalBusiness,-9.351408,51.521973,Baltimore,Cork,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,None,None,None,None
Ballyseede Castle Hotel,http://www.ballyseedecastle.com,3530667125799,Hotel,LocalBusiness,-9.64679193559937,52.2562419806225,Tralee,Kerry,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Drury Court Hotel,http://www.drurycourthotel.ie,353014751988,Hotel,LocalBusiness,-6.26466781845477,53.3412116577913,Dublin City,Dublin,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Glengarriff Caravan and Camping Park,,35302763154,Campground,LocalBusiness,-9.55515316927629,51.7481264966805,Glengarriff,Cork,Republic of Ireland,Accommodation,Camping,Follow the Shamrock,Standard,None,None,None,None
Bay View Country House,http://www.bayviewcountryhouse.com,3530749541145,BedAndBreakfast,LocalBusiness,-8.408837,54.771139,Ardara,Donegal,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Cliffords Ocean View B&B,http://www.cliffordbandb.com/,3530669474283,BedAndBreakfast,LocalBusiness,-10.171636,51.824953,Waterville,Kerry,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Emy Lake House,http://www.emylakehouse.com,35304787266,LodgingBusiness,LocalBusiness,-6.9675908,54.3405419,Emyvale,Monaghan,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,None,None,None,None
Temple Bar Hotel,https://twitter.com/TempleBarHotel,353016773333,Hotel,LocalBusiness,-6.26022765831851,53.3458992641592,Dublin City,Dublin,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Torine House,http://www.torinehouse.com,3530669761352,BedAndBreakfast,LocalBusiness,-9.795116,52.112044,Killorglin,Kerry,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Robertstown Holiday Village,http://www.robertstownholidayvillage.com,353045870870,LodgingBusiness,LocalBusiness,-6.82205747486876,53.2719860801487,Robertstown,Kildare,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,None,None,None,None
Killure Lodge & Wilde Cottage,http://www.killure.ie,3530599775567,LodgingBusiness,LocalBusiness,-7.017051,52.651541,Goresbridge,Kilkenny,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,None,None,None,None
Droumkeal Cottage,http:// www.droumkealcottage.com,35302750558,LodgingBusiness,LocalBusiness,-9.437133,51.736411,Bantry,Cork,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,None,None,None,None
Bridgeview Farmhouse,http://www.bridgeviewfarmhouse.com,3530238849723,BedAndBreakfast,LocalBusiness,-8.67717,51.656656,Kinsale,Cork,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Castlemartyr Holiday Lodges & Mews,https://www.tridentholidayhomes.ie/rentals/rentals-castlemartyr-d379659/,353012018479,LodgingBusiness,LocalBusiness,-8.062864,51.911264,Castlemartyr,Cork,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,None,None,None,None
Cliffs of Moher Hotel,http://www.cliffsofmoherhotel.com,3530657081924,Hotel,LocalBusiness,-9.39024403248879,52.9387544742556,Liscannor,Clare,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Kilbawn Country House,http://kilbawnhouse.com/,3530567733547,BedAndBreakfast,LocalBusiness,-7.09702213711125,52.5914216755853,Dungarvan,Kilkenny,Republic of Ireland,Accommodation,B&B,Welcome Standard,None,None,None,None,None
Ashville House,http://www.ashvillekillarney.com,3530646636405,BedAndBreakfast,LocalBusiness,-9.51240192728949,52.0635474756615,Killarney,Kerry,Republic of Ireland,Accommodation,B&B,Welcome Standard,None,None,None,None,None
Grange Lodge,http://www.grangelodge.com,3530719633350,LodgingBusiness,LocalBusiness,-8.072162,53.823088,Strokestown,Roscommon,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Farnham Estate Spa & Golf Resort,https://www.farnhamestate.ie/,3530494377700,Hotel,LocalBusiness,-7.398589,53.993189,Cavan Town,Cavan,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Cavangarden House,http://www.cavangardenhouse.com,3530719851365,BedAndBreakfast,LocalBusiness,-8.15527,54.531037,Ballyshannon,Donegal,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Peacockes Hotel,http://www.peacockes.ie/,35391552306,Hotel,LocalBusiness,-9.5395019243158,53.4560888490054,Maam Cross,Galway,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Bush Hotel,https://www.bushhotel.com/,3530719671000,Hotel,LocalBusiness,-8.09396088343237,53.9461672510717,Carrick-on-Shannon,Leitrim,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Sextons Caravan and Camping Park,http://www.sextonscamping.com,3530872208088,Campground,LocalBusiness,-8.804424,51.634252,Timoleague,Cork,Republic of Ireland,Accommodation,Camping,Follow the Shamrock,Standard,None,None,None,None
Clayton Hotel Limerick,https://www.claytonhotellimerick.com/,35361444100,Hotel,LocalBusiness,-8.6375345,52.6604792,Limerick City,Limerick,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Maldron Hotel Wexford,https://www.maldronhotelwexford.com,3530539172000,Hotel,LocalBusiness,-6.514223,52.337483,Wexford Town,Wexford,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
White Heather Farm,http://www.whiteheatherfarm.com,3530646641550,BedAndBreakfast,LocalBusiness,-9.54326,51.858623,Kenmare,Kerry,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Meadowside B&B,http://www.meadowsidebandb.com,3530539376226,BedAndBreakfast,LocalBusiness,-6.650233,52.654865,Bunclody,Wexford,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Taobh Coille,,3530669477626,BedAndBreakfast,LocalBusiness,-10.063436,52.035135,Kells -Kerry,Kerry,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Treacy's Hotel Spa and Leisure Club Waterford,http://www.treacyshotelwaterford.com,353051877222,Hotel,LocalBusiness,-7.11881025587172,52.2636976648405,Waterford City,Waterford,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
River Valley Farmhouse,http://www.rivervalleyfarmhouse.com,353051561354,BedAndBreakfast,LocalBusiness,-6.775993,52.275947,Wellington Bridge,Wexford,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Tullamore Court Hotel,http://www.tullamorecourthotel.ie,353579346666,Hotel,LocalBusiness,-7.4921014,53.2701277,Tullamore,Offaly,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Carrowkeel Camping and Caravan Park,http://www.carrowkeelpark.ie,3530949031264,Campground,LocalBusiness,-9.184605,53.909061,Castlebar,Mayo,Republic of Ireland,Accommodation,Camping,Follow the Shamrock,Standard,None,None,None,None
Park Hotel Kiltimagh,https://www.parkhotelmayo.com/,353949374922,Hotel,LocalBusiness,-8.9932689,53.85746,Kiltimagh,Mayo,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
The g Hotel & Spa,http://www.theghotel.ie,353091865200,Hotel,LocalBusiness,-9.032133,53.28203,Galway City,Galway,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Parknasilla Hotel,http://www.parknasillaresort.com,3530646675600,Hotel,LocalBusiness,-9.874795,51.815675,Parknasilla,Kerry,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Hotel Imperial,http://www.thehotelimperial.ie,3530429332241,Hotel,LocalBusiness,-6.40170590120601,54.0030150417948,Dundalk,Louth,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Garryvoe Hotel,http://www.garryvoehotel.com,3530214646718,Hotel,LocalBusiness,-8.00438093750381,51.8592178744157,Garryvoe,Cork,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Tawnylust Lodge,http://www.tawnylustlodge.com,3530879172143,LodgingBusiness,LocalBusiness,-8.098168,54.31144,Manorhamilton,Leitrim,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Orley House,http://www.orleyhouse.com,3530419836019,BedAndBreakfast,LocalBusiness,-6.332934,53.707809,Drogheda,Louth,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Queens Hotel,http://www.queenshotelennis.com,3530656828963,Hotel,LocalBusiness,-8.98161868526745,52.8454138366489,Ennis,Clare,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Bridge House Hotel Spa and Leisure Club,http://www.bridgehouse.com,353579325600,Hotel,LocalBusiness,-7.4932156,53.2747725,Tullamore,Offaly,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Abbey Hotel,http://www.abbeyhotelballyvourney.com,35302645324,Hotel,LocalBusiness,-9.157983,51.939449,Ballyvourney,Cork,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
The Town Hotel,https://www.oloughlinshotel.com/,3530578621305,Hotel,LocalBusiness,-7.298301,53.034216,Portlaoise,Laois,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Radisson Blu Hotel Letterkenny,https://www.facebook.com/RadissonBluLetterkenny/,3530749194444,Hotel,LocalBusiness,-7.733528,54.947011,Letterkenny,Donegal,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Bay View Hotel (Ballycotton),http://www.thebayviewhotel.com,3530214646746,Hotel,LocalBusiness,-8.00468228836053,51.8278908837917,Ballycotton,Cork,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Bracken Court,https://www.brackencourt.ie,353018413333,Hotel,LocalBusiness,-6.182941,53.608928,Balbriggan,Dublin,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Oakfield B&B,https://oakfieldkenmare.com/,3530646641262,BedAndBreakfast,LocalBusiness,-9.6361319,51.847375,Kenmare,Kerry,Republic of Ireland,Accommodation,B&B,B&B Ireland,None,None,None,None,None
Ballyvolane House,https://ballyvolanehouse.ie,3532536349,BedAndBreakfast,LocalBusiness,-8.18684520705176,52.0560395275281,Fermoy,Cork,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,B&Bs,Historic House,None,None
Castle Durrow Country House Hotel,http://www.castledurrow.com,353578736555,Hotel,LocalBusiness,-7.40103,52.846301,Durrow,Laois,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Fort Conan Hotel,http://www.fortconanhotel.com,353051389163,Hotel,LocalBusiness,-6.930495,52.221298,Duncannon,Wexford,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
The Mayson,https://themayson.ie,353012457900,BedAndBreakfast,LocalBusiness,-6.23263449756541,53.347212149329,Dublin City,Dublin,Republic of Ireland,Accommodation,B&B,Welcome Standard,None,None,None,None,None
Glenfort House,https://www.bandbireland.com/accommodation/26765/glenfort-house,3530667122058,BedAndBreakfast,LocalBusiness,-9.72497628559062,52.2805333328369,Tralee,Kerry,Republic of Ireland,Accommodation,B&B,B&B Ireland,None,None,None,None,None
Sea Breeze (Cahersiveen),http://www.seabreezebandb.com,3530669472609,BedAndBreakfast,LocalBusiness,-10.2433597976227,51.9327759219986,Cahersiveen,Kerry,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
InterContinental Dublin,https://www.intercontinentaldublin.ie/,35316654000,Hotel,LocalBusiness,-6.22568826620102,53.3265074868839,Ballsbridge,Dublin,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Limerick Strand Hotel,https://www.strandhotellimerick.ie/,35361421800,Hotel,LocalBusiness,-8.6321246,52.6661928,Limerick City,Limerick,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
McGettigan's Hotel,http://www.mcgettiganshotel.com/,3530749122066,Hotel,LocalBusiness,-7.73564809688946,54.9519992060627,Letterkenny,Donegal,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Gleesons Townhouse and Restaurant,http://www.gleesonstownhouse.com,3530906626954,LodgingBusiness,LocalBusiness,-8.19146,53.630932,Roscommon Town,Roscommon,Republic of Ireland,Accommodation,Guesthouse,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Hillview House (Dublin),http://www.hillviewhouselusk.com,353018438218,LodgingBusiness,LocalBusiness,-6.148173,53.542074,Lusk,Dublin,Republic of Ireland,Accommodation,Guesthouse,Follow the Shamrock,Standard,None,None,None,None
Kilronan Guesthouse,http://www.kilronanhouse.com,353014755266,LodgingBusiness,LocalBusiness,-6.259615,53.332972,Dublin City,Dublin,Republic of Ireland,Accommodation,Guesthouse,Follow the Shamrock,Standard,None,None,None,None
Buttermilk Lodge,http://www.buttermilklodge.com,35309521951,LodgingBusiness,LocalBusiness,-10.023554,53.492107,Clifden,Galway,Republic of Ireland,Accommodation,Guesthouse,Follow the Shamrock,Standard,None,None,None,None
The Mill Master's House,https://riverbankrestaurant.ie/millmasters-house-guesthouse-experience,353872833149,BedAndBreakfast,LocalBusiness,-8.2969945,54.2211072,Dromahair,Leitrim,Republic of Ireland,Accommodation,B&B,Welcome Standard,Ireland's Hidden Hearthlands,None,None,None,None
Aisleigh,https://www.aisleighguesthouse.com/,3530719620313,LodgingBusiness,LocalBusiness,-8.079963,53.946398,Carrick-on-Shannon,Leitrim,Republic of Ireland,Accommodation,Guesthouse,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Ballyraine Guesthouse,http://www.ballyraineguesthouse.com,3530749124460,LodgingBusiness,LocalBusiness,-7.707571,54.957063,Letterkenny,Donegal,Republic of Ireland,Accommodation,Guesthouse,Follow the Shamrock,Standard,None,None,None,None
Fitzwilliam Townhouse,http://www.fitzwilliamtownhouse.com,353016625155,LodgingBusiness,LocalBusiness,-6.2491130382192,53.3365408699711,Dublin City,Dublin,Republic of Ireland,Accommodation,Guesthouse,Follow the Shamrock,Standard,None,None,None,None
Teac Seain B&B,https://teacseain.com/,353669157001,BedAndBreakfast,LocalBusiness,-10.0546351,52.1513832,Annascaul,Kerry,Republic of Ireland,Accommodation,B&B,Welcome Standard,None,None,None,None,None
Rockmount,http://www.rockmount-bnb.com,3530667124507,BedAndBreakfast,LocalBusiness,-9.6659789549866,52.2625118143629,Tralee,Kerry,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Leim Siar,http://www.leimsiar.com,35309785004,BedAndBreakfast,LocalBusiness,-10.070087,54.098867,Blacksod,Mayo,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Castle Dargan Hotel,https://www.facebook.com/Castle-Dargan-Golf-Hotel-Wellness-351501684919348/,3530719118080,Hotel,LocalBusiness,-8.436796,54.19783,Ballygawley,Sligo,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Newtown Farm Country House,http://www.newtownfarm.com,35302494143,BedAndBreakfast,LocalBusiness,-7.725015,51.996701,Ardmore,Waterford,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Murphy's Hotel,http://www.murphyshotel.ie,3530719185598,Hotel,LocalBusiness,-8.731331,54.053297,Tubbercurry,Sligo,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Almanii B&B,http://www.almanii.com,353018574902,BedAndBreakfast,LocalBusiness,-6.244355,53.387318,Dublin City,Dublin,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
The Huntsman Inn,http://www.huntsmaninn.com,353091562849,Hotel,LocalBusiness,-9.033889,53.281333,Galway City,Galway,Republic of Ireland,Accommodation,Hotel,None,None,None,None,None,None
Cooneys Hotel,http://www.cooneyshotel.com,3530906438180,Hotel,LocalBusiness,-7.76442105514809,53.5638691587709,,Longford,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Croan Cottages,http://croancottages.com,3530567766868,LodgingBusiness,LocalBusiness,-7.27136987198082,52.4746430752954,Dunnamaggan,Kilkenny,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,None,None,None,None
Rosses Point Caravan Park (Greenlands),http://www.sligocaravanandcamping.ie,3530719177113,Campground,LocalBusiness,-8.569483,54.306976,Rosses Point,Sligo,Republic of Ireland,Accommodation,Camping,Follow the Shamrock,Standard,None,None,None,None
Woodlands Park,https://www.facebook.com/woodlandstralee,3530667121235,Campground,LocalBusiness,-9.703761,52.261393,Tralee,Kerry,Republic of Ireland,Accommodation,Camping,Follow the Shamrock,Standard,None,None,None,None
Glendalough Hotel,http://www.glendaloughhotel.com,353040445135,Hotel,LocalBusiness,-6.32576876380631,53.0114087514419,Glendalough,Wicklow,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Dunraven Arms Hotel,http://www.dunravenhotel.com,353061605900,Hotel,LocalBusiness,-8.78676176190186,52.5655142970244,Adare,Limerick,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Langton House,http://www.langtons.ie,3530567765133,Hotel,LocalBusiness,-7.24826665583703,52.6532799325971,Kilkenny City,Kilkenny,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Springview House,http://www.springviewbb.com,3530568831243,BedAndBreakfast,LocalBusiness,-7.55958,52.721309,Urlingford,Kilkenny,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Ard Rí House Hotel,https://www.facebook.com/ArdRiHouseTuam,35309340100,Hotel,LocalBusiness,-8.851606,53.526992,Tuam,Galway,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Dún Rí,https://www.dunri.ie/,3539521625,LodgingBusiness,LocalBusiness,-10.0185635,53.4881486,Clifden,Galway,Republic of Ireland,Accommodation,Guesthouse,Follow the Shamrock,Standard,None,None,None,None
Álaind Lodges,https://www.alaind.ie,353852581480,BedAndBreakfast,LocalBusiness,-9.9084019,51.8438919,Sneem,Kerry,Republic of Ireland,Accommodation,B&B,B&B Ireland,None,None,None,None,None
Glen Hotel,http://www.theglenhotel.weebly.com,3530749520505,Hotel,LocalBusiness,-8.49961369807818,54.9900698835608,Arranmore - Árainn Mhór,Donegal,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Park Residence at Herbert Park Hotel,https://www.herbertparkhotel.ie/parkresidence.html,35316672200,Hotel,LocalBusiness,-6.2322773,53.3282305,Ballsbridge,Dublin,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
Dun Roamin,,35391582570,BedAndBreakfast,LocalBusiness,-9.066198,53.264653,Galway City,Galway,Republic of Ireland,Accommodation,B&B,Follow the Shamrock,Standard,None,None,None,None
Bundoran Apartments,http://www.bundoranapartments.com,353860767783,LodgingBusiness,LocalBusiness,-8.2749782,54.4812142,Bundoran,Donegal,Republic of Ireland,Accommodation,Self Catering Accommodation,Welcome Standard,None,None,None,None,None
Highfield House,https://www.highfieldhouse.ie/,35315240111,LodgingBusiness,LocalBusiness,-6.2777906,53.3561566,Dublin City,Dublin,Republic of Ireland,Accommodation,Self Catering Accommodation,Welcome Standard,None,None,None,None,None
Grianan Luxury Lodge,https://wildatlanticwanderer.com/burnfoot/holiday-home-grianan/,353868599995,LodgingBusiness,LocalBusiness,-7.4137015,55.0228417,Bridgend,Donegal,Republic of Ireland,Accommodation,Self Catering Accommodation,Welcome Standard,None,None,None,None,None
Beds of Silk,https://www.bedsofsilk.com/,353872862982,LodgingBusiness,LocalBusiness,-9.2470825,52.6235415,Kilrush,Clare,Republic of Ireland,Accommodation,Self Catering Accommodation,Welcome Standard,Camping,Glamping,None,None,None
Watersedge B&B,https://watersedgekenmare.ie/,353646641707,BedAndBreakfast,LocalBusiness,-9.58392092930887,51.8690946712946,Kenmare,Kerry,Republic of Ireland,Accommodation,B&B,B&B Ireland,None,None,None,None,None
Charleville Park Hotel & Leisure Club,http://www.charlevilleparkhotel.com,35306333700,Hotel,LocalBusiness,-8.683255,52.364364,Charleville,Cork,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Clifden Guesthouse,https://www.clifdenhouse.com/,35318746364,LodgingBusiness,LocalBusiness,-6.260378,53.355915,Dublin City,Dublin,Republic of Ireland,Accommodation,Guesthouse,Follow the Shamrock,Standard,None,None,None,None
Roisin Dubh Houseboat,https://www.bargetrip.ie/accommodation/,353876465465,LodgingBusiness,LocalBusiness,-6.66492241779099,53.2491486778248,Sallins,Kildare,Republic of Ireland,Accommodation,Self Catering Accommodation,Welcome Standard,None,None,None,None,None
Riverhaven Log Cabins & Riversdale Log House,http://www.riverhavenselfcatering.ie,353719667012,LodgingBusiness,LocalBusiness,-8.196414,54.003057,Boyle,Roscommon,Republic of Ireland,Accommodation,Self Catering Accommodation,Follow the Shamrock,Standard,Ireland's Hidden Hearthlands,None,None,None
Kilmore Quay Camping and Holiday Park,https://www.kilmorequayholidaypark.com/,353877959360,Campground,LocalBusiness,-6.59181531524246,52.1753977070818,Kilmore Quay,Wexford,Republic of Ireland,Accommodation,Camping,Welcome Standard,None,None,None,None,None
Jackson's Hotel,https://www.jacksonshotel.ie/,353749131021,Hotel,LocalBusiness,-7.784642,54.79999,Ballybofey,Donegal,Republic of Ireland,Accommodation,Hotel,Follow the Shamrock,Standard,None,None,None,None
